1e-06;0;0;0;0;0;0;0
1.00049e-06;4.99982e-10;4.99982e-10;4.99982e-10;9.9995e-06;9.9995e-06;9.9995e-06;9.9995e-06
1.01507e-06;1.5122e-08;1.5122e-08;1.5122e-08;5.49849e-05;5.49849e-05;5.49849e-05;5.49849e-05
1.33096e-06;3.31218e-07;3.31218e-07;3.31218e-07;0.000257169;0.000257169;0.000257169;0.000257169
7.79953e-06;6.8007e-06;6.8007e-06;6.8007e-06;0.00116195;0.00116195;0.00116195;0.00116195
0.000137177;0.000136183;0.000136183;0.000136183;0.00513275;0.00513276;0.00513276;0.00513276
0.00257152;0.00257056;0.00257056;0.00257056;0.0208183;0.0208187;0.0208187;0.0208187
0.00736283;0.00736203;0.00736203;0.00736203;0.030854;0.0308552;0.0308552;0.0308552
0.0138665;0.013866;0.013866;0.013866;0.0339304;0.0339319;0.0339319;0.0339319
0.0203217;0.0203216;0.0203216;0.0203216;0.0323972;0.0323986;0.0323986;0.0323986
0.0281627;0.0281629;0.0281629;0.0281629;0.0280033;0.0280044;0.0280044;0.0280044
0.036053;0.0360535;0.0360535;0.0360535;0.0221478;0.0221484;0.0221484;0.0221484
0.0430086;0.0430093;0.0430093;0.0430093;0.0161204;0.0161208;0.0161208;0.0161208
0.0490074;0.0490082;0.0490082;0.0490082;0.00997968;0.00997979;0.00997979;0.00997979
0.0513322;0.0513329;0.0513329;0.0513329;0.00673147;0.00673146;0.00673146;0.00673146
0.0518134;0.0518141;0.0518141;0.0518141;0.00509611;0.00509606;0.00509606;0.00509606
0.0514126;0.0514132;0.0514132;0.0514132;0.00430171;0.00430164;0.00430164;0.00430164
0.050545;0.0505455;0.0505455;0.0505455;0.00396001;0.00395994;0.00395994;0.00395994
0.0494771;0.0494775;0.0494775;0.0494775;0.0038965;0.00389644;0.00389644;0.00389644
0.048401;0.0484012;0.0484012;0.0484012;0.00398444;0.00398438;0.00398438;0.00398438
0.0474537;0.0474538;0.0474538;0.0474538;0.00413619;0.00413615;0.00413615;0.00413615
0.0467163;0.0467164;0.0467164;0.0467164;0.00429261;0.00429258;0.00429258;0.00429258
0.0462116;0.0462116;0.0462116;0.0462116;0.00441912;0.0044191;0.0044191;0.0044191
0.0459121;0.0459121;0.0459121;0.0459121;0.00450327;0.00450326;0.00450326;0.00450326
0.0457671;0.0457671;0.0457671;0.0457671;0.00454741;0.0045474;0.0045474;0.0045474
0.0457127;0.0457127;0.0457127;0.0457127;0.00456493;0.00456493;0.00456493;0.00456493
0.0457004;0.0457004;0.0457004;0.0457004;0.00456899;0.00456899;0.00456899;0.00456899
0.0456978;0.0456978;0.0456978;0.0456978;0.00456992;0.00456992;0.00456992;0.00456992
0.0456977;0.0456977;0.0456977;0.0456977;0.00456986;0.00456986;0.00456986;0.00456986
0.0456975;0.0456975;0.0456975;0.0456975;0.00456994;0.00456994;0.00456994;0.00456994
0.0456972;0.0456972;0.0456972;0.0456972;0.00457011;0.00457011;0.00457011;0.00457011
0.0456972;0.0456972;0.0456972;0.0456972;0.00457012;0.00457012;0.00457012;0.00457012
0.0456972;0.0456972;0.0456972;0.0456972;0.00457013;0.00457013;0.00457013;0.00457013
0.0456972;0.0456972;0.0456972;0.0456972;0.00457014;0.00457014;0.00457014;0.00457014
0.0456971;0.0456971;0.0456971;0.0456971;0.00457014;0.00457014;0.00457014;0.00457014
0.0456971;0.0456971;0.0456971;0.0456971;0.00457015;0.00457015;0.00457015;0.00457015
0.0456971;0.0456971;0.0456971;0.0456971;0.00457016;0.00457016;0.00457016;0.00457016
0.0456971;0.0456971;0.0456971;0.0456971;0.00457017;0.00457017;0.00457017;0.00457017
0.0456971;0.0456971;0.0456971;0.0456971;0.00457018;0.00457018;0.00457018;0.00457018
0.0456971;0.0456971;0.0456971;0.0456971;0.00457019;0.00457019;0.00457019;0.00457019
0.045697;0.045697;0.045697;0.045697;0.0045702;0.0045702;0.0045702;0.0045702
0.045697;0.045697;0.045697;0.045697;0.00457021;0.00457021;0.00457021;0.00457021
0.045697;0.045697;0.045697;0.045697;0.00457022;0.00457022;0.00457022;0.00457022
0.045697;0.045697;0.045697;0.045697;0.00457023;0.00457023;0.00457023;0.00457023
0.045697;0.045697;0.045697;0.045697;0.00457024;0.00457024;0.00457024;0.00457024
0.045697;0.045697;0.045697;0.045697;0.00457025;0.00457025;0.00457025;0.00457025
0.0456969;0.0456969;0.0456969;0.0456969;0.00457026;0.00457026;0.00457026;0.00457026
0.0456969;0.0456969;0.0456969;0.0456969;0.00457028;0.00457028;0.00457028;0.00457028
0.0456969;0.0456969;0.0456969;0.0456969;0.00457029;0.00457029;0.00457029;0.00457029
0.0456969;0.0456969;0.0456969;0.0456969;0.0045703;0.0045703;0.0045703;0.0045703
0.0456968;0.0456968;0.0456968;0.0456968;0.00457031;0.00457031;0.00457031;0.00457031
0.0456968;0.0456968;0.0456968;0.0456968;0.00457033;0.00457033;0.00457033;0.00457033
0.0456968;0.0456968;0.0456968;0.0456968;0.00457034;0.00457034;0.00457034;0.00457034
0.0456968;0.0456968;0.0456968;0.0456968;0.00457035;0.00457035;0.00457035;0.00457035
0.0456968;0.0456968;0.0456968;0.0456968;0.00457037;0.00457037;0.00457037;0.00457037
0.0456967;0.0456967;0.0456967;0.0456967;0.00457038;0.00457038;0.00457038;0.00457038
0.0456967;0.0456967;0.0456967;0.0456967;0.0045704;0.0045704;0.0045704;0.0045704
0.0456967;0.0456967;0.0456967;0.0456967;0.00457041;0.00457041;0.00457041;0.00457041
0.0456972;0.0456972;0.0456972;0.0456972;0.00457011;0.00457011;0.00457011;0.00457011
0.0456975;0.0456975;0.0456975;0.0456975;0.00456996;0.00456996;0.00456996;0.00456996
0.0456974;0.0456974;0.0456974;0.0456974;0.00457001;0.00457001;0.00457001;0.00457001
0.0456968;0.0456968;0.0456968;0.0456968;0.00457033;0.00457033;0.00457033;0.00457033
0.0456975;0.0456975;0.0456975;0.0456975;0.00456997;0.00456997;0.00456997;0.00456997
0.0456975;0.0456975;0.0456975;0.0456975;0.00456992;0.00456992;0.00456992;0.00456992
0.0456972;0.0456972;0.0456972;0.0456972;0.00457013;0.00457013;0.00457013;0.00457013
0.0456973;0.0456973;0.0456973;0.0456973;0.00457004;0.00457004;0.00457004;0.00457004
0.0456973;0.0456973;0.0456973;0.0456973;0.00457007;0.00457007;0.00457007;0.00457007
0.045697;0.045697;0.045697;0.045697;0.00457023;0.00457023;0.00457023;0.00457023
0.0456972;0.0456972;0.0456972;0.0456972;0.0045701;0.0045701;0.0045701;0.0045701
0.0456974;0.0456974;0.0456974;0.0456974;0.00457;0.00457;0.00457;0.00457
0.0456973;0.0456973;0.0456973;0.0456973;0.00457007;0.00457007;0.00457007;0.00457007
0.0456969;0.0456969;0.0456969;0.0456969;0.00457031;0.00457031;0.00457031;0.00457031
0.0456974;0.0456974;0.0456974;0.0456974;0.00457002;0.00457002;0.00457002;0.00457002
0.0456975;0.0456975;0.0456975;0.0456975;0.00456996;0.00456996;0.00456996;0.00456996
0.0456972;0.0456972;0.0456972;0.0456972;0.00457011;0.00457011;0.00457011;0.00457011
0.0456967;0.0456967;0.0456967;0.0456967;0.00457038;0.00457038;0.00457038;0.00457038
0.0456974;0.0456974;0.0456974;0.0456974;0.00457;0.00457;0.00457;0.00457
0.0456975;0.0456975;0.0456975;0.0456975;0.00456993;0.00456993;0.00456993;0.00456993
0.0456973;0.0456973;0.0456973;0.0456973;0.00457009;0.00457009;0.00457009;0.00457009
0.0456973;0.0456973;0.0456973;0.0456973;0.00457004;0.00457004;0.00457004;0.00457004
0.0456972;0.0456972;0.0456972;0.0456972;0.00457012;0.00457012;0.00457012;0.00457012
0.045697;0.045697;0.045697;0.045697;0.00457023;0.00457023;0.00457023;0.00457023
0.0456968;0.0456968;0.0456968;0.0456968;0.00457037;0.00457037;0.00457037;0.00457037
0.0456973;0.0456973;0.0456973;0.0456973;0.00457007;0.00457007;0.00457007;0.00457007
0.0456975;0.0456975;0.0456975;0.0456975;0.00456997;0.00456997;0.00456997;0.00456997
0.0456973;0.0456973;0.0456973;0.0456973;0.00457006;0.00457006;0.00457006;0.00457006
0.0456967;0.0456967;0.0456967;0.0456967;0.00457039;0.00457039;0.00457039;0.00457039
0.0456975;0.0456975;0.0456975;0.0456975;0.00456997;0.00456997;0.00456997;0.00456997
0.0456976;0.0456976;0.0456976;0.0456976;0.00456991;0.00456991;0.00456991;0.00456991
0.0456972;0.0456972;0.0456972;0.0456972;0.0045701;0.0045701;0.0045701;0.0045701
0.0456974;0.0456974;0.0456974;0.0456974;0.00457001;0.00457001;0.00457001;0.00457001
0.0456973;0.0456973;0.0456973;0.0456973;0.00457007;0.00457007;0.00457007;0.00457007
0.0456969;0.0456969;0.0456969;0.0456969;0.00457029;0.00457029;0.00457029;0.00457029
0.0456974;0.0456974;0.0456974;0.0456974;0.00457003;0.00457003;0.00457003;0.00457003
0.0456975;0.0456975;0.0456975;0.0456975;0.00456997;0.00456997;0.00456997;0.00456997
0.0456972;0.0456972;0.0456972;0.0456972;0.00457011;0.00457011;0.00457011;0.00457011
0.0456968;0.0456968;0.0456968;0.0456968;0.00457035;0.00457035;0.00457035;0.00457035
0.0456974;0.0456974;0.0456974;0.0456974;0.00457002;0.00457002;0.00457002;0.00457002
0.0456975;0.0456975;0.0456975;0.0456975;0.00456995;0.00456995;0.00456995;0.00456995
0.0456972;0.0456972;0.0456972;0.0456972;0.00457009;0.00457009;0.00457009;0.00457009
0.0456973;0.0456973;0.0456973;0.0456973;0.00457008;0.00457008;0.00457008;0.00457008
0.0456971;0.0456971;0.0456971;0.0456971;0.00457016;0.00457016;0.00457016;0.00457016
0.045697;0.045697;0.045697;0.045697;0.00457025;0.00457025;0.00457025;0.00457025
0.0456967;0.0456967;0.0456967;0.0456967;0.00457038;0.00457038;0.00457038;0.00457038
0.0456973;0.0456973;0.0456973;0.0456973;0.00457007;0.00457007;0.00457007;0.00457007
0.0456975;0.0456975;0.0456975;0.0456975;0.00456997;0.00456997;0.00456997;0.00456997
0.0456973;0.0456973;0.0456973;0.0456973;0.00457005;0.00457005;0.00457005;0.00457005
0.0456967;0.0456967;0.0456967;0.0456967;0.00457038;0.00457038;0.00457038;0.00457038
0.0456975;0.0456975;0.0456975;0.0456975;0.00456997;0.00456997;0.00456997;0.00456997
0.0456976;0.0456976;0.0456976;0.0456976;0.00456991;0.00456991;0.00456991;0.00456991
0.0456972;0.0456972;0.0456972;0.0456972;0.0045701;0.0045701;0.0045701;0.0045701
0.0456974;0.0456974;0.0456974;0.0456974;0.00457001;0.00457001;0.00457001;0.00457001
0.0456973;0.0456973;0.0456973;0.0456973;0.00457007;0.00457007;0.00457007;0.00457007
0.0456969;0.0456969;0.0456969;0.0456969;0.00457029;0.00457029;0.00457029;0.00457029
0.0456974;0.0456974;0.0456974;0.0456974;0.00457003;0.00457003;0.00457003;0.00457003
0.0456975;0.0456975;0.0456975;0.0456975;0.00456998;0.00456998;0.00456998;0.00456998
0.0456972;0.0456972;0.0456972;0.0456972;0.00457011;0.00457011;0.00457011;0.00457011
0.0456968;0.0456968;0.0456968;0.0456968;0.00457034;0.00457035;0.00457035;0.00457035
0.0456974;0.0456974;0.0456974;0.0456974;0.00457002;0.00457002;0.00457002;0.00457002
0.0456975;0.0456975;0.0456975;0.0456975;0.00456995;0.00456995;0.00456995;0.00456995
0.0456972;0.0456972;0.0456972;0.0456972;0.00457009;0.00457009;0.00457009;0.00457009
0.0456973;0.0456973;0.0456973;0.0456973;0.00457008;0.00457008;0.00457008;0.00457008
0.0456971;0.0456971;0.0456971;0.0456971;0.00457016;0.00457016;0.00457016;0.00457016
0.0456969;0.0456969;0.0456969;0.0456969;0.00457026;0.00457026;0.00457026;0.00457026
0.0456967;0.0456967;0.0456967;0.0456967;0.00457038;0.00457038;0.00457038;0.00457038
