Index,,,time,,,,,,,,,,,,prot_0,,,,,,,,,,prot_1,,,,,,,,,,prot_2,,,,,,,,,,,Time,prot_0,prot_1,prot_2,mRNA_0,mRNA_1,mRNA_2,GFP
45,1,62000,2,"1,1",6,"0,0011",7,8,1,"0,00076",1,"0,0085",9,"0,97",1,"8,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,67000,2,"0,1",6,"0,0077",7,9,1,"0,0007",2,"0,0005",9,"0,97",1,"8,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,72000,1,"9,1",7,"0,0048",8,0,1,"0,00066",2,"0,0026",9,"0,96",1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,77000,1,"8,2",8,"0,0026",8,1,1,"0,00061",2,"0,0049",9,"0,95",1,"7,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,82000,1,"7,3",9,"0,0011",8,"1,8",1,"0,00057",2,"0,0074",9,"0,94",1,"7,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,86000,1,"6,5",1,0,8,"2,7",1,"0,00053",3,"0,0002",9,"0,93",1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,91000,1,"5,8",1,"0,01",8,"3,4",1,"0,0005",3,"0,0032",9,"0,91",1,"6,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,96000,1,5,1,"0,022",8,"4,2",1,"0,00047",3,"0,0065",9,"0,9",1,"6,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2,1000,1,"4,3",1,"0,034",8,"4,8",1,"0,00044",4,"0,0001",9,"0,88",1,"5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2,5000,1,"3,7",1,"0,047",8,"5,5",1,"0,00042",4,"0,004",9,"0,85",1,"5,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2,10000,1,"3,1",1,"0,061",8,6,1,"0,0004",4,"0,0083",9,"0,82",1,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2,15000,1,"2,5",1,"0,077",8,"6,6",1,"0,00038",5,"0,003",9,"0,78",1,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2,19000,1,"1,9",1,"0,094",8,"7,1",1,"0,00036",5,"0,008",9,"0,74",1,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2,24000,1,"1,4",2,"0,012",8,"7,5",1,"0,00034",6,"0,0036",9,"0,69",1,"4,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2,28000,1,"0,9",2,"0,032",8,"7,9",1,"0,00032",6,"0,0096",9,"0,63",1,"3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2,33000,1,"0,4",2,"0,054",8,"8,3",1,"0,00031",7,"0,0061",9,"0,56",1,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2,37000,9,"0,93",2,"0,078",8,"8,6",1,"0,0003",8,"0,0033",9,"0,48",1,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2,42000,9,"0,5",3,"0,005",8,"8,9",1,"0,00029",9,"0,0011",9,"0,38",1,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2,46000,9,"0,08",3,"0,033",8,9,1,"0,00028",9,"0,0095",9,"0,27",1,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2,51000,8,"0,68",3,"0,064",8,"9,2",1,"0,00027",1,"0,009",9,"0,14",1,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2,55000,8,"0,3",3,"0,098",8,"9,2",1,"0,00027",1,"0,019",8,"0,99",1,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2,60000,7,"0,94",4,"0,035",8,"9,2",1,"0,00026",1,"0,03",8,"0,82",1,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2,64000,7,"0,6",4,"0,075",8,"9,2",1,"0,00026",1,"0,042",8,"0,63",1,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2,69000,7,"0,26",5,"0,019",8,9,1,"0,00026",1,"0,055",8,"0,41",1,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2,73000,6,"0,95",5,"0,067",8,"8,7",1,"0,00026",1,"0,069",8,"0,16",1,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2,78000,6,"0,65",6,"0,019",8,"8,3",1,"0,00027",1,"0,084",7,"0,88",1,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2,82000,6,"0,36",6,"0,076",8,"7,9",1,"0,00027",2,"0,001",7,"0,58",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2,87000,6,"0,08",7,"0,038",8,"7,3",1,"0,00029",2,"0,019",7,"0,24",9,"0,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2,91000,5,"0,81",8,"0,006",8,"6,5",1,"0,0003",2,"0,039",6,"0,88",9,"0,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2,96000,5,"0,56",8,"0,081",8,"5,7",1,"0,00032",2,"0,061",6,"0,5",9,"0,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,0,5,"0,31",9,"0,063",8,"4,7",1,"0,00034",2,"0,086",6,"0,09",8,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3,5000,5,"0,08",1,"0,05",8,"3,5",1,"0,00037",3,"0,012",5,"0,67",8,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3,9000,4,"0,85",1,"0,15",8,"2,2",1,"0,0004",3,"0,042",5,"0,24",8,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3,14000,4,"0,63",1,"0,26",8,"0,8",1,"0,00044",3,"0,074",4,"0,8",8,"0,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3,19000,4,"0,42",1,"0,38",7,"9,2",1,"0,00049",4,"0,009",4,"0,37",7,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3,23000,4,"0,22",1,"0,52",7,"7,4",1,"0,00054",4,"0,047",3,"0,93",7,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,3,28000,4,"0,02",1,"0,66",7,"5,6",1,"0,00061",4,"0,09",3,"0,51",7,"0,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3,33000,3,"0,83",1,"0,83",7,"3,5",1,"0,00068",5,"0,037",3,"0,11",7,"0,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3,38000,3,"0,65",2,"0,01",7,"1,4",1,"0,00077",5,"0,089",2,"0,73",6,"0,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3,43000,3,"0,47",2,"0,22",6,"9,2",1,"0,00087",6,"0,046",2,"0,37",6,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,3,48000,3,"0,3",2,"0,44",6,"6,8",1,"0,00099",7,"0,011",2,"0,04",6,"0,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,3,53000,3,"0,13",2,"0,7",6,"4,4",2,"0,00013",7,"0,082",1,"0,74",6,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,3,59000,2,"0,97",2,"0,99",6,"1,9",2,"0,00029",8,"0,062",1,"0,48",6,"0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,3,64000,2,"0,81",3,"0,31",5,"9,3",2,"0,00048",9,"0,052",1,"0,24",5,"0,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,3,70000,2,"0,66",3,"0,68",5,"6,7",2,"0,0007",1,"0,05",1,"0,03",5,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,3,75000,2,"0,51",4,"0,09",5,4,2,"0,00096",1,"0,16",8,"0,048",5,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,3,81000,2,"0,37",4,"0,57",5,"1,3",3,"0,00026",1,"0,29",6,"0,092",5,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,3,88000,2,"0,23",5,"0,11",4,"8,6",3,"0,00061",1,"0,43",5,"0,06",4,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,3,94000,2,"0,09",5,"0,74",4,"5,9",4,"0,00004",1,"0,6",4,"0,05",4,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4,1000,1,"0,96",6,"0,45",4,"3,2",4,"0,00054",1,"0,78",3,"0,057",4,"0,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4,8000,1,"0,83",7,"0,28",4,"0,5",5,"0,00014",1,"0,98",2,"0,082",4,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4,15000,1,"0,71",8,"0,23",3,"7,9",5,"0,00087",2,"0,22",2,"0,02",4,"0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4,22000,1,"0,59",9,"0,34",3,"5,3",6,"0,00076",2,"0,48",1,"0,07",3,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4,30000,1,"0,47",1,"0,6",3,"2,7",7,"0,00085",2,"0,77",1,"0,031",3,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4,39000,1,"0,36",1,"2,1",3,"0,2",9,"0,0002",3,"0,1",9,"0,0095",3,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,47000,1,"0,26",1,"3,9",2,"7,7",1,"0,0009",3,"0,46",7,"0,0052",3,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4,57000,1,"0,16",1,"5,9",2,"5,3",1,"0,0031",3,"0,85",5,"0,0064",3,"0,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,4,67000,1,"0,06",1,"8,2",2,3,1,"0,0058",4,"0,28",4,"0,0021",2,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,4,77000,9,"0,076",2,"0,8",2,"0,8",1,"0,0093",4,"0,7",3,"0,0017",2,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,4,87000,9,"0,003",2,"3,5",1,"8,9",2,"0,0034",5,"0,11",2,"0,0043",2,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,4,97000,8,"0,042",2,"6,3",1,"7,1",2,"0,0085",5,"0,49",1,"0,009",2,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5,7000,7,"0,092",2,"9,2",1,"5,5",3,"0,0048",5,"0,83",1,"0,0051",2,"0,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5,17000,7,"0,053",3,"2,1",1,4,4,"0,0023",6,"0,12",1,"0,0022",2,"0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5,27000,7,"0,026",3,5,1,"2,7",5,"0,0016",6,"0,35",1,0,2,"0,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5,36000,7,"0,012",3,"7,5",1,"1,6",6,"0,0019",6,"0,5",8,"0,00051",2,"0,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5,45000,7,"0,009",3,"9,9",1,"0,6",7,"0,0035",6,"0,59",7,"0,0004",2,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5,53000,7,"0,016",4,2,9,"0,78",8,"0,0065",6,"0,61",6,"0,00057",2,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5,61000,7,"0,033",4,"3,8",9,"0,04",1,"0,001",6,"0,58",5,"0,00093",2,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5,68000,7,"0,06",4,"5,4",8,"0,38",1,"0,017",6,"0,49",5,"0,00044",2,"0,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5,76000,7,"0,096",4,"6,7",7,"0,79",1,"0,036",6,"0,35",5,"0,00005",2,"0,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5,83000,8,"0,042",4,"7,8",7,"0,25",1,"0,056",6,"0,16",4,"0,00075",3,"0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5,90000,8,"0,098",4,"8,7",6,"0,76",1,"0,079",5,"0,92",4,"0,00051",3,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,97000,9,"0,066",4,"9,3",6,"0,32",2,"0,005",5,"0,63",4,"0,00034",3,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,6,4000,1,"0,05",4,"9,6",5,"0,9",2,"0,034",5,"0,3",4,"0,00021",4,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,6,10000,1,"0,14",4,"9,7",5,"0,52",2,"0,066",4,"0,93",4,"0,00013",4,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,6,17000,1,"0,25",4,"9,6",5,"0,17",3,"0,002",4,"0,53",4,"0,00009",4,"0,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6,24000,1,"0,38",4,"9,2",4,"0,84",3,"0,043",4,"0,11",4,"0,0001",5,"0,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6,30000,1,"0,52",4,"8,5",4,"0,54",3,"0,089",3,"0,68",4,"0,00015",6,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6,37000,1,"0,69",4,"7,6",4,"0,25",4,"0,041",3,"0,24",4,"0,00024",6,"0,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6,43000,1,"0,89",4,"6,5",3,"0,98",5,"0,001",2,"0,82",4,"0,00038",7,"0,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6,50000,2,"0,11",4,"5,2",3,"0,72",5,"0,068",2,"0,41",4,"0,00057",8,"0,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6,57000,2,"0,38",4,"3,6",3,"0,48",6,"0,046",2,"0,03",4,"0,00083",9,"0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6,64000,2,"0,68",4,"1,9",3,"0,24",7,"0,034",1,"0,68",5,"0,00016",1,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6,71000,3,"0,04",4,"0,1",3,"0,02",8,"0,036",1,"0,37",5,"0,00058",1,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6,79000,3,"0,46",3,"8,1",2,"0,81",9,"0,054",1,"0,1",6,"0,0001",1,"4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6,86000,3,"0,96",3,6,2,"0,61",1,"0,09",8,"0,074",6,"0,00075",1,"6,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6,94000,4,"0,54",3,"3,9",2,"0,42",1,"0,25",6,"0,08",7,"0,00057",1,"8,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,7,2000,5,"0,24",3,"1,7",2,"0,23",1,"0,43",5,"0,021",8,"0,00059",2,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,7,11000,6,"0,08",2,"9,5",2,"0,06",1,"0,65",3,"0,093",9,"0,00086",2,"5,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,7,20000,7,"0,08",2,"7,2",1,"0,89",1,"0,9",2,"0,092",1,"0,0015",2,"9,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,7,29000,8,"0,28",2,5,1,"0,73",2,"0,18",2,"0,013",1,"0,0036",3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,7,39000,9,"0,73",2,"2,8",1,"0,58",2,"0,52",1,"0,054",1,"0,0062",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,7,49000,1,"1,4",2,"0,8",1,"0,45",2,"0,87",1,"0,012",1,"0,0095",4,"9,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,7,59000,1,"3,2",1,"8,9",1,"0,33",3,"0,24",8,"0,0019",2,"0,0036",5,"7,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,7,69000,1,"5,2",1,"7,1",1,"0,23",3,"0,61",6,"0,0007",2,"0,0085",6,"7,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,7,79000,1,"7,4",1,"5,6",1,"0,14",3,"0,98",4,"0,0056",3,"0,0045",7,"8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7,89000,1,"9,7",1,"4,1",1,"0,07",4,"0,33",3,"0,0048",4,"0,0019",9,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7,99000,2,"2,1",1,"2,8",1,"0,01",4,"0,65",2,"0,007",5,"0,0008",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,8,9000,2,"4,5",1,"1,6",9,"0,068",4,"0,92",2,"0,0014",6,"0,0017",1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,8,19000,2,7,1,"0,5",9,"0,041",5,"0,13",1,"0,0072",7,"0,005",1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,8,29000,2,"9,4",9,"0,53",9,"0,031",5,"0,26",1,"0,0042",9,"0,0012",1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,8,39000,3,"1,6",8,"0,63",9,"0,038",5,"0,31",1,"0,0019",1,"0,011",1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
